publisher,num_male,num_female,top_genres
Tracy Tegan,1,0,"Contemporary Romance, Romance, New Adult"
Tormikiri,1,0,
Torrie Robles,1,0,Chick Lit
Total E Bound Publishing,1,0,"M M Romance, Contemporary, Gay"
Total E-Bound,0,1,"M M Romance, Shapeshifters, Paranormal"
Total Publishing and Media,1,0,
Total-e-bound,1,0,"BDSM, M M Romance, Contemporary"
Totem Books,1,0,"Philosophy, Nonfiction, Art"
Touchstone / Simon & Schuster UK,1,0,"Science Fiction, Fantasy, Speculative Fiction"
Barking Rain Press,1,0,Middle Grade
Barlow Books,1,0,Contemporary
Tor for Teen,0,1,"Young Adult, Historical Fiction, Fantasy"
"Tor, Tom Doherty Assoc.",1,0,"Science Fiction, Canada, Science Fiction Fantasy"
Tor.com Publishing,1,0,"Fantasy, Science Fiction, Adult"
Tor/Macmillan,0,1,"Young Adult, Paranormal, Fantasy"
Tor/Pan Macmillan UK,0,1,"Fantasy, Romance, Retellings"
Tor: Tom Doherty Associates,1,0,"Science Fiction, Science Fiction Fantasy, Tv"
Bantam Dell Publ. Group,1,0,"Science, Nonfiction, Physics"
Bantam Dell Random House,1,0,"Thriller, Mystery, Crime"
Bantam Doubleday Dell,1,0,"Childrens, Picture Books, Fantasy"
Triad Panther,1,0,"Classics, Short Stories, Germany"
Triad/Granada,1,0,"Science Fiction, Fantasy, Novels"
Tribute Books,1,0,"Paranormal, Young Adult, Romance"
Tricycle Press,0,1,"Picture Books, Jewish, Childrens"
Trindlemoss Publishing,0,1,"Fantasy, Urban Fantasy, Fae"
Bangla Academy,1,0,
Bantam Australia,0,1,"Romance, Chick Lit"
Bantam Books (NY et al.),1,0,"Nonfiction, Philosophy, History"
Bantam Children,0,1,"Young Adult, Werewolves, Paranormal"
Bantam Dell,1,0,"Fantasy, Fairy Tales, Short Stories"
Bantam Dell (Random House),0,1,"Urban Fantasy, Paranormal, Fantasy"
Bantam Dell Pub Group (P),1,0,"Historical Fiction, Fantasy, Historical"
Bantam Dell Pub Group (Trd),0,1,"Biography, Music, Nonfiction"
Trentham Books,1,0,"History, Nonfiction, Politics"
Tres Puntos Ediciones,0,1,"Nonfiction, Memoir, Feminism"
Banana Publisher,1,0,"Fantasy, Indonesian Literature, Novels"
Bancroft Press,1,0,
Bandanna Books,1,0,"Poetry, India"
Bandit Publishing Company,0,1,"Romance, New Adult, Contemporary"
Bandura Books,1,0,"Nonfiction, History, Memoir"
Bang Ediciones,0,1,"Comics, Graphic Novels, Art"
Transworld Ireland,0,1,"Contemporary, Roman, Adult Fiction"
Transworld Publishers Ltd,0,1,"Nonfiction, Biography, Memoir"
Travelman Publishing,1,0,"Classics, Horror, Short Stories"
Travis Pearson,1,0,
Treasure House,1,0,"Christian, Christianity, Nonfiction"
Treasureline Publishing,0,1,"Paranormal, Vampires, Horror"
Treasury Of World Masterpieces,1,0,Classics
Tredition,0,1,
Baker Publishing Group,0,1,"Historical Fiction, Christian Fiction, Historical"
Balans,1,0,"Dutch Literature, Literature, Roman"
Balboa Press Au,0,1,
Baldini Castoldi Dalai,1,0,"Thriller, Crime, Mystery"
Balfour Books,1,0,
Balkind Books an Imprint of Telemachus Press,1,0,"Sports, Mystery, Young Adult"
Balland,0,1,"Historical Fiction, Family, Roman"
Ballantine Books (Mm),1,0,"Fantasy, Epic Fantasy, Science Fiction Fantasy"
Baen (NY),1,0,"Science Fiction, Hugo Awards, Fantasy"
Baen Fantasy,1,0,"Fantasy, Epic Fantasy, Science Fiction"
Baen Publishing Enterprises,1,0,"Science Fiction, Space Opera, Military Fiction"
Baha'I Publishing Trust,1,0,"Baha I, Religion"
Bailey & Bauer,1,0,Comic Strips
Bailey Brown Publishing,0,1,"Romance, Contemporary Romance, Contemporary"
Baj Goodson,1,0,"Mystery, Contemporary"
Baker,0,1,"Christian, Nonfiction, Christianity"
Troubador Publishing,0,1,"Nonfiction, True Crime, Abuse"
True Bird Publishing LLC,0,1,"Fantasy, Vampires, Paranormal"
True's Relate,1,0,
Truedee Books & Gagas Media,1,0,"Short Stories, Novels, Indonesian Literature"
Trumpet Club,0,1,"Childrens, Young Adult, Music"
Tryndale,1,0,"Christian, Leadership, Nonfiction"
Tryptamine Press,1,0,"Fantasy, Science Fiction, Young Adult"
Trẻ,1,0,"Childrens, Novels, Young Adult"
Trine Day,1,0,"True Crime, Nonfiction, Crime"
Trinity Forum,1,0,"Fantasy, Short Stories, Classics"
Trish Marie Dawson,0,1,"Young Adult, Paranormal, Fantasy"
Trish Reeb,0,1,
Triskell Edizioni,0,1,"Paranormal, Paranormal Romance, Romance"
Troika Books,0,1,"Historical Fiction, Historical, Young Adult"
Trophy Pr,1,0,"Fantasy, Young Adult, Horror"
Troubador,1,0,"Historical Fiction, World War II, Historical"
TwoDot,0,1,"History, Nonfiction"
Tyche Books Ltd,1,0,"Fantasy, Humor, Adventure"
Tyndale House Pub,0,1,"Christian Fiction, Christian, Historical Fiction"
Tyndale House Publisher,0,1,"Historical Fiction, Christian Fiction, World War II"
Tyndale Kids,0,1,
Tyto Alba,0,1,
Tyto alba,1,0,"Nonfiction, Travel, History"
TÜBİTAK Yayınları,1,0,"Science, Mathematics, Nonfiction"
Twin Books/ Gallery Books,1,0,Childrens
Twin Flames Press,0,1,"Romance, Paranormal, Paranormal Romance"
Twin Palms Publishers,1,0,"Photography, Nonfiction, Art"
Twisted Carrot Publishing LLC,1,0,"Cookbooks, Cooking, Culinary"
Twisted Fairy Publishing,1,0,"Paranormal, Fantasy, New Adult"
Twisted Minds,1,0,"Mystery, Romance, Suspense"
Twisted Teacup Publishing,0,1,"Historical Romance, Romance, Historical"
Two Roads,1,0,"Nonfiction, Politics, History"
Tusquets Editores,1,0,
Tutku,1,0,
Tutku Yayınevi,1,0,
Tuttle,1,0,"Nonfiction, Philosophy, Japan"
Tuum,1,0,
Tuxedo & Beans,1,0,
Tuxedo & Beans Publishing,1,0,Childrens
Twelfth Star Publishing,1,0,Fantasy
Ballantine Books (NYC),1,0,"Paranormal, Nonfiction, Aliens"
Tu Books,1,0,"Mystery, Young Adult, Contemporary"
Tudor Communications,1,0,Nonfiction
Tudor Publishers,1,0,
Tughra Books,1,0,Religion
Tuiscope,1,0,"Fantasy, Animal Fiction, Animals"
Tupelo Press,0,1,"Poetry, Fairy Tales"
Turtle Point Press,0,1,
Baby Boomer Mysteries Press,0,1,"Cozy Mystery, Mystery, Contemporary"
BabyGirl Publishin,0,1,Historical Fiction
Backbeat Books,1,0,"Music, Nonfiction"
Backroad Books,1,0,"Historical Fiction, Romance, Historical Romance"
Backwoods,1,0,
Bad Reputation Publications,0,1,"Feminism, Nonfiction, Memoir"
Uitgeverij Athenaeum-Polak & Van Gennep,1,0,"Poetry, Dutch Literature, Literature"
Uitgeverij Cossee,1,0,"Literature, Dutch Literature, Literary Fiction"
BOATK Books,1,0,"Fantasy, Paranormal, Romance"
BR Write Publishing House LLC,1,0,
BUR Biblioteca Univ. Rizzoli,0,1,
BUR Scrittori Contemporanei,0,1,"Historical Fiction, Italy, Italian Literature"
"BUR, Biblioteca Universale Rizzoli",1,0,"Humor, Italian Literature"
BVS Black Velvet Seductions Publishing Company,0,1,
BWright Publishing,1,0,"Fantasy, Young Adult"
Babel,1,0,"Canada, Roman, France"
BCherry Books Publishing,1,0,"Romance, New Adult, Contemporary"
BFG Incorporated,1,0,"Nonfiction, Memoir, Religion"
BIGZ,1,0,
"BIGZ, Beograd",1,0,
BJU Press,0,1,"Historical Fiction, Christian, Historical"
BLG Publishing,1,0,
BLVNP Publishing,0,1,"Romance, Young Adult, Contemporary"
BMI Educational Services,1,0,"Fantasy, Vampires, Horror"
U. Central,1,0,
UA-Books,1,0,
UK Islamic Academy,1,0,"Islam, Religion, History"
UN,1,0,
USCCB,1,0,"Theology, Catholic, Religion"
"UTB, Stuttgart",1,0,
Uitg. Heideland-Orbis - Hasselt,1,0,"Roman, Dutch Literature, Classics"
Uitgeverij Aquazz,1,0,
University Press of America,1,0,
University Press of Colorado,1,0,
University Press of Florida,1,0,"Biography, Nonfiction, History"
University Press of Kentucky,1,0,"Historical Fiction, Classics, Novels"
"University Press of Mississippi/Banner Books (Jackston, MS)",1,0,"African American, Novels"
University of Arizona Press,0,1,"Animals, Nonfiction, Science"
University of Arkansas Press,1,0,"Historical Fiction, Historical, World War II"
University of California Press (Berkeley),1,0,"Poetry, Classics, LGBT"
Union Publishing House,1,0,
Unionsverlag,1,0,"Classics, Russia, Romance"
United Fans,1,0,"Fantasy, Czech Literature, Science Fiction"
United Writers,1,0,Travel
Univ of South Carolina Pr,1,0,Music
Univers Poche,0,1,"France, Contemporary, Childrens"
Universidad Veracruzana,1,0,
Universities Press,1,0,"Biography, Nonfiction, Autobiography"
Ulverscroft,0,1,"Romance, Harlequin, Contemporary"
Unbound,1,0,"Historical Fiction, Historical"
Unbridled Books,0,1,"Young Adult, Contemporary, Coming Of Age"
Underground Press,1,0,
Underwood Books,1,0,"Science Fiction, Short Stories, Dystopia"
Underworld Amusements,1,0,Poetry
Unhindered Arts,1,0,"Vampires, Paranormal Romance, Fantasy"
Union College Press,1,0,"19th Century, Short Stories, German Literature"
Uitgeverij De Eenhoorn,1,0,
Uitgeverij Het Spectrum,1,0,Science Fiction
Uitgeverij L.J. Veen B.V.,1,0,"Thriller, Espionage, Mystery"
Uitgeverij Luitingh - Sijthoff B.V.,1,0,"Thriller, Mystery, Espionage"
Uitgeverij Vrijdag,0,1,"Roman, Romance, Dutch Literature"
Ukrainian Academic Press,1,0,"Ukraine, Ukrainian Literature"
Ullstein Taschenbuch,1,0,"Humor, German Literature, Contemporary"
Ultramarine Publishing Company,0,1,"Science Fiction, Dragons, Fantasy"
BBC Radio 4,1,0,"Fantasy, Audiobook, Urban Fantasy"
BBD Press Inc.,1,0,"Sports, Nonfiction"
BBS Publishing Corporation,0,1,"Christmas, Cookbooks, Holiday"
University of North Carolina Press,1,0,"Gay, LGBT, Historical Fiction"
University of Toronto Press,1,0,"History, Medieval, Nonfiction"
"University of Toronto Press, Scholarly Publishing Division",0,1,"History, Medicine, Nonfiction"
University of Virginia Press,1,0,"Philosophy, Nonfiction, Germany"
University of Warsaw,0,1,
B.S.G. -PRESS,1,0,Russia
BAAE Inc.,0,1,"Romance, Military Fiction, Contemporary Romance"
BAAE Publishing,0,1,"Romance, Military Fiction, Contemporary Romance"
BAB Publishing,1,0,Business
BALLANTINE BOOKS,1,0,"History, Nonfiction, American History"
BARNES AND NOBLE,1,0,
BBC Active,1,0,"Self Help, Nonfiction, Psychology"
BBC Radio,1,0,"Science Fiction, Doctor Who, Audiobook"
B N Toler,1,0,"Romance, Contemporary Romance, Contemporary"
B Q Hanson,1,0,"Romance, Erotic Romance, LGBT"
B&H Books,1,0,"Religion, Christian, Reference"
B&N Digital Publishing,1,0,"Romance, Erotica, BDSM"
B. Bakker,1,0,
B.A.S.E.D. Press,1,0,Fantasy
B.F.Harrolle,1,0,
B.R. Snow,1,0,
University of Cardinal Stefan Wyszynski,1,0,
University of Lodz,1,0,
University of Michigan Library,1,0,"Economics, Politics, Nonfiction"
University of Nebraska Bison,1,0,"Classics, Biography, Nonfiction"
University of Nebraska Press Bison,1,0,"Biography, Classics, Nonfiction"
University of Nevada Press,1,0,
B Fiction,1,0,"Romance, Christian Fiction, Christian"
B L Hoffman,1,0,
Awkward Bible,1,0,"Religion, Nonfiction, Humor"
Axial,1,0,"Classics, Horror, Russia"
Axplock,0,1,
AyHa Publishing,1,0,"Religion, Nonfiction, Islam"
Ayan,1,0,
Ayer Co Publ.,1,0,"History, Classics, Nonfiction"
Ayrıntı Yayınevi,1,0,"Nonfiction, Turkish Literature, Philosophy"
Aziza Publishing,1,0,
Avon books,0,1,"Christian, Nonfiction, Religion"
"Avon, HarperCollins Publishers",0,1,"Cats, Animals, Contemporary"
Avon-Eos,1,0,"Fantasy, Science Fiction, Science Fiction Fantasy"
Avon/HarperCollins,0,1,"Thriller, Mystery, Suspense"
Avon/HarperCollins UK,0,1,"Historical Fiction, Romance, World War II"
Awakened Press,0,1,"Philosophy, Poetry"
Award Publications,0,1,"Childrens, Adventure, Mystery"
Awareness Publishing,1,0,"Spirituality, Nonfiction, Philosophy"
Utusan Publications & Distributors Sdn Bhd,1,0,Novels
Uyirmmai Pathippagam,1,0,
Avon Camelot,1,0,"Childrens, Humor, Middle Grade"
Avon Fantasy,1,0,"Fantasy, Arthurian, Historical Fiction"
Avon Harper Collins,0,1,"Historical Romance, Romance, Historical"
Avon Impulse,0,1,"Historical Romance, Romance, Historical"
Avon Inspire,0,1,"Historical Fiction, Christian Fiction, Historical"
Avon Mystery,0,1,"Mystery, Paranormal, Witches"
Univesity of Minnesota Press,0,1,"Poetry, Brazil, Novels"
Unputdownable,1,0,"Thriller, Crime, Mystery"
Untreed Reads Publishing,0,1,"Nonfiction, Memoir"
Urantia Foundation,1,0,"Religion, Spirituality, Nonfiction"
Urban Chapters Publications,0,1,"Romance, New Adult, Contemporary"
Urban Christian,1,0,"Christian Fiction, Mystery, Drama"
Urban Soul,0,1,
Ursa,1,0,"Nonfiction, Science, Finnish Literature"
Van Oorschot,1,0,"Dutch Literature, Literature, Classics"
VanScoy Publishing Group,0,1,"Paranormal, Shapeshifters, Romance"
Vanathi Pathipakam,1,0,"Historical Fiction, Classics, Historical"
Vanessa Waltz,0,1,"Dark, Romance, Abuse"
"Vanguard Management, Inc.",0,1,"Young Adult, Romance, Contemporary"
Vardan Partamyan,1,0,"Post Apocalyptic, Apocalyptic, Science Fiction"
Vasto,1,0,
"Vaughan Printing, Inc.",1,0,"Finance, Nonfiction, Self Help"
Valiant Books,1,0,"Thriller, Suspense, Mystery"
Vallardi,1,0,
Valor Publishing Group LLC,1,0,"History, Nonfiction, Biography"
Valparaíso Ediciones,0,1,"Poetry, Romance, Audiobook"
Valters un Rapa,1,0,"Short Stories, Classics, Horror"
Valve,1,0,"Comics, Horror, Zombies"
Vamptasy,1,0,"Paranormal, Science Fiction, Vampires"
Van Goor,1,0,"Fantasy, Young Adult, Books About Books"
"VISPRINT, INC.",1,0,Romance
VIZ,1,0,"Japan, Romance, Japanese Literature"
VMA Publications,1,0,
VOX,1,0,"Romanian Literature, Mythology, Childrens"
Vaga,0,1,"Nonfiction, Travel, Memoir"
Valancourt Books,1,0,"Mystery, Literary Fiction, Literature"
Valerie Z. Lewis,0,1,"M M Romance, Contemporary, Romance"
Valerie Zambito,0,1,"Fantasy, Shapeshifters, Amazon"
B & F Publishing,0,1,"Historical Fiction, Historical, Medieval"
V&R Editoras,1,0,"Young Adult, Contemporary, Realistic Fiction"
V.B.Z.,0,1,
VADİ YAYINLARI,1,0,"Turkish, Turkish Literature"
VAGABOND,1,0,
VDM Verlag,0,1,
VDM Verlag Dr. Müller,1,0,
VERTICAL INC,1,0,"Light Novel, Fantasy, Manga"
"Avon (April 10, 2012)",1,0,"Historical Romance, Historical, Christmas"
Avon (HarperCollins),1,0,"Romance, Travel, Contemporary"
Avon A,1,0,"Historical Fiction, Historical, Romance"
Verbum Crime,0,1,Thriller
Vergara & Riba,1,0,"Spanish Literature, Spirituality"
Verlag 3.0,0,1,
Verlag C.H. Beck,1,0,"Nonfiction, Philosophy, German Literature"
Verlag der Arche,1,0,"German Literature, Literature, Detective"
Avant Punk Books/Eraserhead Press,1,0,"Horror, Bizarro Fiction, Splatterpunk"
AvantLifeGuard Books,1,0,
Averroes Publishing House,1,0,
"Avery Aster, Inc.",1,0,"Romance, New Adult, Contemporary Romance"
Avery Trade,0,1,"Health, Reference, Nonfiction"
Avery/Penguin Random House LLC,1,0,"Nonfiction, Psychology, Science"
Aviva,1,0,"Nonfiction, Memoir"
Avn Publications LLC,1,0,
Autoedición,0,1,Romance
Autoedición en Amazon,0,1,"Romance, Young Adult, Erotic Romance"
Autonomous Publications,1,0,"Historical Fiction, Young Adult"
Autopublicación,1,0,
Autumn Leaves Publishing,0,1,
Autumnal Press,1,0,"Zombies, Horror, Apocalyptic"
Ava Kensington,0,1,
Avalon Travel,1,0,"Travel, Nonfiction, Reference"
Vega,1,0,
Vel North Editions,1,0,Philosophy
Ven G Books,1,0,
Venatic Press,0,1,"Lesbian, Lesbian Romance, LGBT"
Vendera Publishing,0,1,"Mystery, Paranormal"
Vendome Press,1,0,"History, Art, Russia"
Venessa Kimball,0,1,"Science Fiction, Fantasy, Paranormal"
Authorhouse UK,1,0,"Contemporary, Novels, Epic"
Aurora Metro Books,1,0,
Aurora Press,0,1,"Paranormal, Young Adult, Romance"
Aurora Publishing,1,0,"Manga, Yaoi, Romance"
Aurora Rose Reynolds. ARR,0,1,"Romance, Contemporary Romance, New Adult"
Aurum Press,1,0,"Sports, Nonfiction, History"
Austin Macauley Publishers,0,1,
Austin Macauley Publishers LLC,1,0,
Austin Macauley Publishers Ltd,1,0,
Viglongo,1,0,"Classics, Adventure, Pirates"
Aufbau Tb.,1,0,"France, Novels, French Literature"
Aufbau Verlag,1,0,"German Literature, Contemporary"
Aufbau-Taschenbuch-Verl.,1,0,"Short Stories, German Literature, Childrens"
Aufbau-Verl.,1,0,"Czech Literature, Contemporary, Media Tie In"
AugustBooks (6 Nov 2012),0,1,Mystery Thriller
Aunt Lute Books,0,1,"Poetry, Feminism, Nonfiction"
Aurora House,0,1,"Adventure, Modern, Cultural"
Via Star Wings Books,1,0,"M M Romance, Contemporary, Romance"
Vibe,1,0,
Victor,1,0,"Leadership, Christian, Business"
Victor Gollancz,1,0,"Nonfiction, History, Holocaust"
Victor Gollancz Ltd.,1,0,"Classics, Historical Fiction, British Literature"
Victoria Ashley,0,1,"Romance, New Adult, Contemporary Romance"
Vida Publishers,1,0,"Christian, History, Faith"
Video Software Lab,1,0,"Science Fiction, Military Fiction, Adventure"
Vernon Press,1,0,
Versatil Ediciones,0,1,"Romance, Chick Lit, Erotic Romance"
Versilio,1,0,"Romance, France, Contemporary"
Verso/New Left Books Ltd.,1,0,"History, Nonfiction, Politics"
Versus Kitap,0,1,"Fantasy, Short Stories, Science Fiction"
Vertigo (DC Comics),1,0,"Graphic Novels, Comics, Fantasy"
Vertigo / DC Comics,1,0,"Graphic Novels, Comics, Fantasy"
Vestales,0,1,"Romance, Historical Romance, Time Travel"
Atrium Förlag,1,0,Film
Au diable Vauvert,1,0,
Audeamus LLC,0,1,"Angels, Young Adult, Paranormal"
Audible Frontiers,1,0,"Science Fiction, Audiobook, Fantasy"
Audible Inc,0,1,"Romantic Suspense, Romance, Contemporary Romance"
Audio Holdings,1,0,"Mystery, Classics, Short Stories"
Audio Partners,0,1,"Mystery, Crime, Classics"
AudioGO Ltd.,1,0,
Vintage Books (NY),1,0,"Philosophy, Nonfiction, Music"
Vintage Books / Random House,1,0,"Humor, Short Stories, Comedy"
"Atlantic Monthly Press Grove/Atlantic, Inc. - Grove/Atlantic, Inc. - Atlantic Monthly Press",1,0,"Contemporary, Coming Of Age, Young Adult"
Atlantida,1,0,"Romance, Young Adult, Contemporary"
Atlas Games,1,0,"Role Playing Games, Fantasy, Gaming"
Atria / Keywords Press,0,1,"Young Adult, Contemporary, Romance"
Atria Books/Beyond Words,1,0,"Self Help, Nonfiction, Personal Development"
Atria Books/Marble Arch Press,1,0,"Romance, Contemporary, Asia"
Viking (Penguin),0,1,"Historical Fiction, Literary Fiction, Contemporary"
Viking Books UK/Penguin Books Ltd.,1,0,"Fantasy, Science Fiction Fantasy, Erotica"
Viking Children’s Books,1,0,"Young Adult, Romance, Contemporary"
Viking Pr,1,0,
Viking's Children's Books,0,1,"Young Adult, Romance, Contemporary"
Viking/Penguin Group (NYC),1,0,"History, Nonfiction, Politics"
Villegas Editores,0,1,"Romance, Spanish Literature, Novels"
Vine Leaves Press,0,1,
Australian Self Publishing Group,1,0,
Author,0,1,"LGBT, Romance, Lesbian"
Author Solutions,1,0,"Biography, Psychology, Sports Romance"
"Author Solutions / Night Apple, LLC",1,0,Fantasy
AuthorHouse Publishing,0,1,
Vijaylaxmi Thakur,1,0,
Vijitha Yapa Publications,0,1,"Contemporary, Thriller, Asian Literature"
Vikas Publishing House,1,0,"History, Biography, Nonfiction"
Visual Editions,1,0,"Poetry, Art, Literature"
Visual Print Enterprises,1,0,"Humor, Nonfiction, Comedy"
Visva-Bharati Granthana-Vibhaga,1,0,"Poetry, Classics, Philosophy"
Vittoriosa Books,0,1,"Dystopia, Young Adult, Science Fiction"
Vivaluz,0,1,
Vivaluz Editora,0,1,
Viveca Benoir,0,1,"Epic, Drama, Romance"
Vivek Pereira,1,0,
Virago Press Ltd.,0,1,"Feminism, Nonfiction, Plays"
Virago UK,1,0,"Music, Nonfiction, Biography"
Virgin Publishing Ltd,1,0,"Doctor Who, Science Fiction, Fantasy"
Virginia Kantra,0,1,"Romance, Contemporary Romance, Contemporary"
Virtue Book Publishers,1,0,
Visa Publications,1,0,"Science Fiction, Novels, Thriller"
Visionary Publishing Company,1,0,"Horror, Fantasy, Classics"
Visor,1,0,"Classics, Art, France"
Vintage Random House,1,0,"Short Stories, Classics, American"
Vintage Romance Publishing,0,1,
Vintage/Ebury,1,0,"History, Nonfiction, Food"
Vintage/Ebury (Random House Group),1,0,"Novels, Romance, Literature"
Vintage/Random House,1,0,"Nonfiction, Race, Politics"
Vintage/Random House (NY),1,0,"Crime, Mystery, Historical Fiction"
Viperion Corporation,1,0,"Business, Entrepreneurship, Self Help"
Viperion Publishing Corp,1,0,"Business, Finance, Nonfiction"
Audubon Press,0,1,"Biography, Christian, History"
Aufbau,0,1,"German Literature, Germany, Historical Fiction"
Aufbau Taschenbuch,0,1,"Historical Fiction, Historical, Romance"
Aufbau Taschenbuch56,1,0,"German Literature, Contemporary, Drama"
Vintage Books a division of Random House,1,0,"Short Stories, Classics, African American"
Vintage Bookx,1,0,"Philosophy, Nonfiction, Classics"
Vintage Contemporaries / Random House,1,0,"Horror, Thriller, Classics"
Vintage Crime,1,0,"Mystery, Classics, Crime"
Athenaeum-Polak & Van Gennep,1,0,"Classics, Dutch Literature, Literature"
Atheneum Books for Young Readers: Richard Jackson Books,1,0,"Young Adult, Adventure, Classics"
Atheneum/Anne Schwartz Books,0,1,"Realistic Fiction, Young Adult, Middle Grade"
Atheneum/Margaret McElderry,0,1,"Time Travel, Historical Fiction, Young Adult"
Atlantic Books (UK),1,0,"Historical Fiction, Classics, Literature"
Vortex Comics,1,0,"Comics, Graphic Novels, Graphic Novels Comics"
Voxcorp Inc,1,0,"Nonfiction, Christian, Religion"
Voyager - AU,0,1,"Fantasy, Urban Fantasy, Romance"
Atatürk Araştırma Merkezi,1,0,"History, Turkish Literature, Turkish"
Atelos,0,1,"Poetry, Memoir"
Ateneo de Manila University Press,1,0,
Ateow Ink,1,0,
Athanasius Press,1,0,"Theology, Religion"
Athenaeum - Polak & Van Gennep,1,0,"Literature, Dutch Literature"
Athenaeum Pub.,0,1,Nonfiction
Athenaeum--Polak & Van Gennep,1,0,"Dutch Literature, 20th Century"
Voodoo Press,1,0,
Associazione Delos Books,1,0,Fantasy
Asta Publications,0,1,
Astiberri,1,0,"Graphic Novels, Comics, Bande Dessinée"
Astor-Honor Inc,1,0,
Astraeus Press,1,0,"Urban Fantasy, Fantasy, Young Adult"
Astro Edizioni,1,0,
Astronist Institution,1,0,
Vivid Publishing,1,0,
Viz Communications,1,0,"Video Games, Childrens, Picture Books"
Viz Media LLC,1,0,"Manga, Romance, Humor"
Vizetelly and Co.,1,0,"Russia, Classics, Russian Literature"
Volt Books,1,0,"Young Adult, Paranormal, Fantasy"
Volvulus Press,1,0,
Vontiv Publishing,1,0,"Thriller, Mystery, Action"
Voodoo Lily Press,1,0,"M M Romance, Contemporary, Romance"
Asa,1,0,"Historical Fiction, Romance, Historical"
Ascension Press,0,1,"Young Adult, Paranormal, Demons"
Asema,0,1,"Comics, Graphic Novels, Finnish Literature"
Ashenclaw Studios,1,0,Fantasy
Ashley Suzanne,1,0,"New Adult, Contemporary Romance, Romance"
Aslaradis Publishing,1,0,"Fantasy, Epic Fantasy, High Fantasy"
Asma Nadia Pub. House,0,1,
AsmaNadia Publishing House,0,1,Travel
Arson Books,1,0,"Fantasy, Horror, Angels"
Art of Living Foundation,1,0,Spirituality
Arta Grafica,0,1,"Romanian Literature, Romania, Unfinished"
Arte Publico Press,1,0,"School, Science Fiction, Disability Studies"
Artemis Hunt,0,1,"Romance, Erotica, Contemporary Romance"
Arthur A. Levine books,1,0,"Young Adult, LGBT, Realistic Fiction"
Artisan,0,1,"Nonfiction, Design, Crafts"
AruMee Books,1,0,
Vulpine Press,0,1,"Romance, Erotica, Music"
Văn Học & Nhã Nam,1,0,"Science Fiction, France, Fantasy"
W C B/McGraw-Hill,1,0,
W F Howes Ltd,0,1,"Chick Lit, Romance, Contemporary"
W Pub Group,1,0,"Christian, Fantasy, Christian Fiction"
W. Söderström,1,0,"Classics, Finnish Literature, Historical Fiction"
"W. W. Norton & Company, Inc.",1,0,"Historical Fiction, Coming Of Age, Adult Fiction"
"W.W. Norton & Co., Inc. (NY)",1,0,"Psychology, Nonfiction, Philosophy"
Voyager Books,1,0,"Picture Books, Childrens, Fantasy"
Voyager Classics,1,0,"Science Fiction, Science Fiction Fantasy, Speculative Fiction"
Voyager Classics / Harper Collins,1,0,"Science Fiction, Short Stories, Classics"
Voyager Online Australia,0,1,"Fantasy, Time Travel, Science Fiction"
Voyant Pub,1,0,"LGBT, Gay, Literature"
Vremea Publishing House,1,0,"Horror, Fantasy, Romanian Literature"
Vremiya,1,0,"Russia, Russian Literature, Contemporary"
Vulcan Ink,0,1,"Fantasy, Young Adult, Romance"
Arena Editions,1,0,"Photography, Biography, Nonfiction"
Arena Verlag GmbH,0,1,"Romance, Young Adult, Contemporary"
Argo,1,0,"Czech Literature, Fantasy, Historical Fiction"
Argo-Navis,1,0,"Novels, Drama, Epic"
Ariel,1,0,"Philosophy, Nonfiction, Spanish Literature"
Arion Yayınevi,1,0,"Historical Fiction, Egypt, Historical"
Ark House Press,0,1,
Arkana,1,0,Philosophy
Walk Worthy Press,1,0,
Walker & Co,1,0,"Young Adult, Mental Illness, Mental Health"
Walker Books UsS,0,1,"Middle Grade, Animals, Dogs"
Walker Brothers,1,0,"Fantasy, Young Adult, Horror"
Walker Childrens Paperbacks,1,0,
"Walker Publishing Company, Inc.",0,1,"Fantasy, Young Adult, Paranormal"
Ardis,1,0,
Areal Editores,1,0,"Classics, Plays, Portuguese Literature"
"WE-LIT, Inc.",0,1,
WERZOMBIES PRESS,1,0,"Zombies, Horror"
WGW Books,1,0,"Romance, New Adult, Contemporary"
WIld Child Publishing,1,0,"Paranormal, Young Adult, Romance"
WTM Publishing and Communications,1,0,"Science, Philosophy, Nonfiction"
WWS Publishing,0,1,"Fantasy, Young Adult, Magic"
Wagner & Van Santen,0,1,Poetry
Waldorf Publishing,1,0,
Aspasia Books,1,0,"Classics, Finnish Literature, Historical Fiction"
Aspen Books,0,1,
Aspirations Media Inc,1,0,"Fantasy, Epic Fantasy, High Fantasy"
Assimil France,1,0,"Nonfiction, Spanish Literature, Language"
Assirio & Alvim,1,0,"Poetry, Portuguese Literature, Portugal"
W.W. Norton & Company (NYC),1,0,"Nonfiction, Science, Humor"
W.W. Norton Company,1,0,"Historical Fiction, Historical, Africa"
WALB,1,0,"Travel, Nonfiction"
"Watchtower Bible and Tract Society of New York, Inc",1,0,"Religion, Nonfiction, Reference"
Waterfront Press,1,0,
Watermill Press,1,0,"Classics, Short Stories, Fantasy"
Watkins,1,0,"Occult, Nonfiction, History"
Watson-Guptill,1,0,Art Design
Wattpad book,1,0,
WaveCloud,1,0,
Wayne Block and Greg Denaro,1,0,Mystery
"Warner Books, Inc",1,0,"Horror, Thriller, Mystery"
