,title,author,rating,genres,language,gender
34631,Shane Filan: My Autobiography,Shane Filan,4.58,,,m
34632,أشياء للذكرى,محمد عبد الحليم عبد الله,3.51,Novels,Arabic,m
34633,Which Gate?,Byron L. Reeder,5.0,,,m
34635,Scrappy the Dog,"Ronald Destra , Juanita Destra",4.89,,,m;w
34639,The Rebel Mages/Wandfasted/Light Mage (The Black Witch Chronicles Books 0.5 & 1.5),Laurie Forest,4.58,Audiobook,,w
34664,Casas vacías,Brenda Navarro,4.3,Feminism,Spanish,w
34670,Complete Buck Rogers,Philip Francis Nowlan,3.67,,English,m
34676,Avrupa ve Biz,İlber Ortaylı,3.98,Politics,Turkish,m
34681,King: A Street Story,John Berger,3.77,Fiction,English,m
34683,Babouk: Voices of Resistance,Guy Endore,4.23,Read For School,English,m
34692,Windfalls,Jean Hegland,3.71,Fiction,English,m
34695,Efendi 2: Beyaz Müslümanların Büyük Sırrı,Soner Yalçın,3.59,Turkish,Turkish,m
34698,"Scorpion, a Good Bad Horse",Will James,4.27,Horses,English,m
34711,Selena Gomez: Day by Day with,Kayleen Reusser,4.24,,English,m
34721,Diary of a Mistress,Miasha,4.34,African American,English,m
34723,Shroud for the Archbishop,Peter Tremayne,3.98,Mystery,English,m
34733,Vems lilla mössa flyger,Barbro Lindgren,4.31,,Swedish,w
34738,"Ernest Hemingway's ""A Farewell to Arms""",Harold Bloom,3.8,,,m
34740,Make Love! the Bruce Campbell Way,Bruce Campbell,3.68,Humor,English,m
34742,"Tears Of Passion, Tears Of Shame",Graham Diamond,4.25,,,m
34744,Command a King's Ship,"Alexander Kent, Douglas Reeman",4.13,Historical Fiction,English,m;m
34748,God's Blogs,Lanny Donoho,4.14,Christian,English,m
34749,Selfish Pigs,Andy Riley,3.87,Humor,English,m
34753,Între Freud și Hristos,Savatie Baștovoi,4.09,Religion,Romanian,m
34761,The Sackett Brand,Louis L'Amour,4.18,Westerns,English,m
34768,Oodi rakkaudelle,Tuomas Timonen,4.25,,Finnish,m
34780,Understanding Bible Prophecy for Yourself,Tim LaHaye,4.01,Christian Non Fiction,English,m
34790,The Best Awful,Carrie Fisher,3.45,Fiction,English,w
34793,JLS : Our Story So Far,JLS,4.04,Music,English,m
34796,Beware of God: Stories,Shalom Auslander,3.83,Short Stories,English,m
34797,Black Robe,Brian Moore,3.75,Historical Fiction,English,m
34798,Missing Mom,Joyce Carol Oates,3.55,Fiction,English,w
34801,The Men Who Loved Evelyn Cotton,Frank Ronan,3.8,Fiction,English,m
34802,The Great Outdoors,Lucy Felthouse,4.0,Erotica,English,w
34816,Praga,Teresa Pàmies,4.5,,,w
34821,Section 8,K'wan,4.47,Urban,English,m
34823,Triage,Scott Anderson,3.5,Fiction,English,m
34829,Easton's Gold,Paul Butler,3.67,,English,m
34830,Numb Toes And Other Woes: More On Peripheral Neuropathy,John A. Senneff,3.75,,English,m
34837,The Liberator,Rob Lacey,4.19,Christian,English,m
34847,Dragon's War Reborn,L'Poni Baldwin,0.0,,,m
34856,Flights from the Lowlands,Florence Morris Rose,5.0,,English,w
34857,"Ripleys Believe It or Not Encyclopedia of the Bizarre: Amazing, Strange, Inexplicable, Weird and All True!",Ripley Entertainment Inc.,4.18,,English,m
34863,The Sea House,Esther Freud,3.42,Fiction,English,w
34866,The Prada Plan,Ashley Antoinette,4.64,Urban,English,m
34867,DETECTIVE CONAN Vol. 5 (DETECTIVE CONAN@5tuno juyoshorui) (in Japanese),Gosho Aoyama,4.6,Manga,,m
34887,The Icarus Files,Laurie Grove,3.9,,English,w
34891,The Glass Room,Simon Mawer,3.91,Fiction,English,m
34894,The Revival of Death,Tony Walter,4.38,,English,m
34897,The Holy Road,Michael Blake,3.72,Fiction,English,m
34898,Mesut İnsanlar Fotoğrafhanesi / Değişen İstanbul,Ziya Osman Saba,3.79,,Turkish,m
34901,The Only Boy for Me,Gil McNeil,3.83,Fiction,English,m
34904,Bellazard: When the Dragons Went Missing,Ruth Watson-Morris,4.86,,English,w
34910,God and the Big Bang (1st Edition): Discovering Harmony Between Science & Spirituality,Daniel C. Matt,4.17,Judaism,English,m
34918,A Place for Margaret,Bernice Thurman Hunter,3.84,Fiction,,w
34922,"Race/Gender/Media: Considering Diversity Across Audiences, Content, And Producers",Rebecca Ann Lind,3.66,,English,w
34935,"Just Married, Please Excuse",Yashodhara Lal,3.58,Indian Literature,English,m
34937,Diapason,Thomas Sullivan,3.25,,English,m
34939,Mrs. Jeffries Forges Ahead,Emily Brightwell,4.1,Mystery,English,w
34941,شعلۂ عشق,"Mir Taqi Mir, William Carmichael Smyth",4.0,,Urdu,m;m
34943,Aynadaki Yalan,Necip Fazıl Kısakürek,4.04,Roman,Turkish,m
34945,Hats,Dilys E. Blum,5.0,,,w
34947,Collins Gem Dictionary of FIRST NAMES,Collins Gem,4.0,Reference,English,m
34949,The Predator of the Meadow,Stephen Cote,5.0,,English,m
34952,Jauh Dari Cinta,Adah Hamidah,3.63,Novels,Malay,m
34953,Omega,Pet Torres,5.0,,English,m
34956,Nadaar Log / نادار لوگ,Abdullah Hussein,4.05,,Urdu,m
34958,Trial of Marriage,R. Lynn Archie,3.65,,English,m
34960,Vibora!,F. Sionil José,3.67,Fiction,English,m
34967,Always in His Keeping,Unknown,3.95,Fiction,English,m
34968,Syabab Musafir Kasih,Fatimah Syarha Mohd Noordin,4.32,Novels,Malay,w
34971,Het Glinsterend Pantser: Roman,Simon Vestdijk,3.7,Dutch Literature,Dutch,m
34972,Erotic The Door on the Left,Vonda Norwood,3.75,,English,w
34977,Paint Me a Tragedy,Elizabeth Paradise,5.0,,English,w
34980,Lovely Blues (Bluesday Book II),Adrienne Thompson,4.66,,English,w
34997,"Excalibur Visionaries: Alan Davis, Vol. 1",Alan Davis,4.1,Graphic Novels,English,m
34999,رزیتا خاتون,سیدمهدی شجاعی,3.25,Politics,Persian,m
35002,الشوارع الجانبية للميدان,طارق مصطفى,3.7,,Arabic,m
35003,A Lennon Pastiche,Judith Furedi,5.0,,English,w
35006,Exiled,J.R. Wagner,3.58,Wizards,English,m
35011,Texasville,Larry McMurtry,3.71,Fiction,English,m
35012,Melukis Pelangi: Catatan Hati Oki Setiana Dewi,Oki Setiana Dewi,4.12,Islam,Indonesian,m
35017,The Church,Byron Goines,5.0,,English,m
35023,Deus Ex Machina 2.0,Mara Oliver,4.49,,Spanish,w
35025,"Harold, Freddie, and Milo: (Children's book filled with adventure and frogs)",Rhonda Patton,4.8,,English,w
35026,40 Ways To Please A Good Woman: For Good Men,Aleja Bennett,3.0,,English,w
35034,Čovek i njegov identitet,Vladeta Jerotić,4.33,,Serbian,m
35035,Fish and Chips,Erynn Mangum,4.04,Christian Fiction,English,m
35037,جامعه‌شناسی سیاسی: نقش نیروهای اجتماعی در زندگی سیاسی,حسین بشیریه,3.86,Sociology,Persian,m
35038,In the Fall,Jeffrey Lent,3.87,Historical Fiction,English,m
35045,Spartacus: Talons of an Empire,Robert Southworth,3.98,Historical Fiction,English,m
35055,Lucid Exposition of the Middle Way: The Essential Chapters From The Prasannapada of Candrakirti: Volume 18 (Routledge Library Editions: Buddhism),Mervyn Sprung,0.0,,English,m
35057,Kisah Sukses Pebisnis Dunia,Helen Ishwara,4.33,,Indonesian,w
35058,Les Miserables,"Tony Evans (Retelling), Victor Hugo",4.14,,,m;m
35062,مجلة المغرب العلمي - العدد الخامس,المجتمع العلمي المغربي,4.61,Science,Arabic,m
35064,Save Us a Seat,Fletcher McHale,4.76,Fiction,English,m
35065,"Power, Politics, and Change: What can I do to help make the world a better place?",Osho,3.99,,English,m
35067,Fyrsten,Henrik H. Langeland,3.71,Fiction,"Bokmål, Norwegian; Norwegian Bokmål",m
35068,رجل العواطف يجلس على المقهى ويدخن الشيشة,محمد المرسي,4.08,,Arabic,m
35070,The Witching Stone,Georgia Paton,3.25,,English,w
35071,Heartbreak and Happiness,Teresa Kander,5.0,,English,w
35073,Rock 'n' roll ja ridamaja,Klaus-Peter Wolf,4.12,Fiction,Estonian,m
35099,Babel Tower,A.S. Byatt,3.82,Fiction,English,m
35110,The Songcatcher,Sharyn McCrumb,4.04,Mystery,English,w
35111,A Stitch on Time,Yolanda Sfetsos,3.88,Urban Fantasy,,w
35115,Vacation (Fates Calling book 1),E.M. Leya,3.88,M F Romance,English,m
35123,Im Land der Nachtschattenvögel,Katjana May,4.53,,German,m
35130,Leading Beyond The Second Chair,Tony Yeo,3.91,,English,m
35132,As palavras que ninguém diz,Carlos Drummond de Andrade,3.78,,Portuguese,m
35136,Zomb,A.g. Apolloni,4.4,,,m
35137,Captain Of The Queens,"Harry Grattridge, Richard Collier",3.59,,English,m;m
35140,شخصيات من القرآن الكريم,عائض القرني,3.78,Religion,Arabic,m
35141,El Criminólogo/ Criminology,José Ramón Garmabella,3.81,,Spanish,m
35145,The Bitterweed Path,Thomas Hal Phillips,3.89,Gay,English,m
35148,Jacob se odhodlá milovat,Cătălin Dorian Florescu,3.96,Romania,Czech,m
35152,100 Christian Quotes by 10 Great Christians,Duke Taber,3.78,Christian,English,m
35155,Road Dawgz,K'wan,4.44,Urban,English,m
35159,A Hustler's Promise,Jackie Chanel,4.46,Urban,English,m
35160,Benito Mussolini,Roberto Mares,3.69,,Spanish,m
35166,The Last Unicorn #1,"Peter B. Gillis (Adaptor), Peter S. Beagle",4.47,Graphic Novels Comics,English,m;m
35167,!از قر و قمبیل‌های قلمی بی‌قال و قیل,بزرگمهر حسین پور,3.95,Comics,Persian,m
35177,"Martin Guitar Masterpieces: A Showcase Of Artists' Editions, Limited Editions, And Custom Guitars",Dick Boak,4.29,Music,English,m
35190,الشفا بتعريف حقوق المصطفى,القاضي عياض,4.56,,Arabic,m
35193,Strange Love,JoLynne Valerie,4.88,,English,m
35194,How To Talk To Anyone: Mastering The Art Of Talking,Megan Coulter,2.29,,English,w
35203,Jamies Quest - Aufgabe gesucht (Jamies Quest #1),"Cornelia Franke , Dominic Franke",3.71,,German,w;m
35206,Lifting Up Our Hearts - 150 Selected Prayers from John Calvin,John Calvin,4.14,,English,m
35215,Transference: An Out-of-Body Adventure/Thriller Novel,Jeff Fuell,3.0,,English,m
35220,هكذا تكلم نيتشه,سمير عبده,3.93,,,m
35222,Marcos Ramírez,Carlos Luis Fallas,4.22,Historical Fiction,Spanish,m
35224,দাঁড়কাকের সংসার কিংবা মাঝে মাঝে তব দেখা পাই,Humayun Ahmed,2.76,Novels,Bengali,m
35226,Diane Warner's Big Book of Parties,Diane Warner,2.43,,English,w
35227,Blue Karma,J.K. Ullrich,4.27,,English,m
35231,"How Strong Are You, Little Wave?",Joyce Mitchell,3.67,,English,w
35239,Toward a Global Civilization of Love and Tolerance,M. Fethullah Gülen,4.22,Religion,English,m
35242,Your Friend E,Anne Ousby,3.83,,,w
35243,Spanish Islam: A Concise History,Omar Ali Zafar,2.33,,English,m
35247,Приказки на съветските народи. Приказки на прибалтийските народи,Robert Babloyan (Editor),4.06,,Bulgarian,m
35265,ماه و پلنگ,بیژن مفید,4.29,,Persian,m
35267,Bridget Wilder: Spy-in-Training,Jonathan Bernstein,3.88,Humor,English,m
35268,Escaping The Wheel: A Novel,Eric Artisan,3.81,,English,m
35271,Delirio,Laura Restrepo,3.9,Fiction,Spanish,w
35274,A Summary of Essentialism: The Disciplined Pursuit of Less Master in 15 Minutes,Bern Bolo,4.38,,,m
35278,Mauvaise fille,Justine Lévy,3.41,France,,w
35294,Heba,Hasan Ali Toptaş,4.27,Turkish Literature,Turkish,m
35296,Animae - l'Intégrale,Roxane Dambre,4.5,,English,w
35306,No Less Than Victory,Jeff Shaara,4.28,Historical Fiction,English,m
35308,Stuck Between Two Millionaires,Jen A. Durand,4.2,,English,w
35309,Bottle,D.M. Samson,4.76,,English,m
35312,Black-Naped Oriole in Hokkaido Snow,Leonard Seet,4.67,Short Stories,English,m
35313,Horizonte Vermelho,Elizabeth Pereira,4.53,,,w
35318,From Writer To Author: Prepare your Manuscript for Publication,Anne Haw Holt,5.0,,English,w
35319,Zdarzyło się pierwszego września (albo kiedy indziej),Pavol Rankov,4.21,Historical Fiction,Polish,m
35320,The Catholics Next Door: Adventures in Imperfect Living,"Greg Willits , Jennifer Willits",3.92,Catholic,English,m;w
35321,Erevan (FICTION FRANCAISE (SC)),Gilbert Sinoué,3.97,Historical Fiction,English,m
35322,Renegade Lawmen,Cameron Judd,4.0,,English,m
35324,The Lifeboat,Charlotte Rogan,3.2,Fiction,English,w
35343,Working Girls,Treasure Hernandez,4.54,African American,English,m
35345,"Temblores: Notas sobre sexo, cultura y sociedad",Chloe Rutter Jensen,4.83,,Spanish,w
35356,عجايب الآثار في التراجم والأخبار :الجزء الثانى,عبد الرحمن الجبرتي (تأليف),4.0,History,Arabic,m
35363,"Your Fathers, Where Are They? And the Prophets, Do They Live Forever?",Dave Eggers,3.62,Fiction,English,m
35367,A Fatal Grace,Louise Penny,4.1,Mystery,English,w
35376,Licensed to Thrill Sampler,Diane Capri,3.71,Mystery Thriller,,w
35386,"The Write Prescription: Finding the ""Right"" Spiritual Dosage to Overcome Any Obstacle",Amber Robins,4.5,,,w
35388,O Homem Que Não Parava de Urinar,Ricardo Ferrand,3.75,,Portuguese,m
35390,دیوان هاتف اصفهانی,هاتف اصفهانی,3.45,,Persian,m
35394,BLACK LIVES MATTER: Is It Open Season On Killing and Mistreating Blacks In America?,Raymond Sturgis,4.0,,English,m
35397,Dimensional Adventures With Arabella: A 5th Dimension Butterfly Fairy from The Land of Rom,Karen Dowers,4.78,,,w
35403,Seriously Sitara,Nishat Fatima,3.38,,English,m
35406,Swamp: Who Killed Margaret Clement?,Richard Shears,4.14,Crime,English,m
35408,Tratado das Paixões da Alma,António Lobo Antunes,3.9,Portugal,Portuguese,m
35410,Super Sons (2017-) #12,"Peter J. Tomasi, Patrick Gleason",4.07,Comics,,m;m
35416,"Green Smoothie Cleanse: 100% Natural Way To Burn 10 Pounds In Two Weeks, Easy Deliciouse Weight Loss Book",Violet Karma,5.0,,English,w
35418,The Springs: The Complete Series: Books 1-10,Elena Aitken,4.78,,English,w
35420,Surrendered Dreams,Indumathi,3.75,,,m
35421,Payment in Memories,Koon Woon,5.0,,English,m
35428,உறுபசி [Urupasi],S. Ramakrishnan,3.74,Fiction,Tamil,m
35429,La chambre des officiers,Marc Dugain,3.89,Fiction,French,m
35430,365 Daily Inspirational & Poetical Quotes of Rodolfo Martin Vitangcol: For the year 2019 [Volume One],Rodolfo Martin Vitangcol,5.0,,English,m
35437,Бурята,Цончо Родев,4.85,Bulgarian Literature,Bulgarian,m
35439,Breast Stories,Mahasweta Devi,4.04,Fiction,English,m
35441,Elveda Güzel Vatanım,Ahmet Ümit,4.05,Turkish Literature,Turkish,m
35445,ভৌতিক পালঙ্ক,Bibhutibhushan Bandyopadhyay,4.13,,Bengali,m
35449,Arrecife y la fábrica de melodías,Patricia García Sánchez,3.8,,Spanish,w
35456,"Last of the Gladiators: A Memoir of Love, Redemption, and the Mob",James M. LaRossa Jr.,4.56,,,m
35463,David Hitler And The Dark Side,Divyansh Mishra DM,4.85,,English,m
35483,Un hijo,Alejandro Palomas,4.29,Fiction,Spanish,m
35488,كشك الموسيقى,عبد الحميد جودة السحار,3.16,,Arabic,m
35492,Tommy the Giraffe,Ronald Destra,4.8,,,m
35496,Have you ever noticed that birds don't fly backwards: Birds don't fly backwards,Latoya Smith,5.0,,,m
35502,The Exorcism of Little Billy Wagner,Francis J. Flynn,4.27,,English,m
35520,Las estrellas,Paula Vázquez,4.0,,Spanish,w
35522,"Buck Rogers in the 25th Century: The Complete Newspaper Sundays, Vol. 2: 1933-1937","John F. Dille, Rick Yager",4.25,,English,m;m
35525,Wings of Fire Boxset: Books #6-10,Scholastic Inc (Contributor),4.8,,,m
35531,A Glória e Seu Cortejo de Horrores,Fernanda Torres,4.0,Fiction,Portuguese,w
35532,4 حالات نادرة,عبدالوهاب السيد الرفاعي,4.13,Novels,Arabic,m
35544,Müde bin ich Känguru: Nachrichten aus dem Krisengebiet Patchwork-Familie,Elfriede Hammerl,4.0,,German,w
35546,Hyssop,Kevin McIlvoy,4.37,Fiction,English,m
35549,A Banner Is Unfurled,"Marcie Gallacher, Kerri Robinson",4.0,Historical Fiction,,w;w
35552,Ablutions,Patrick deWitt,3.64,Fiction,English,m
35553,Living a Lie,Josephine Cox,4.26,Fiction,English,w
35556,July's People,Nadine Gordimer,3.53,Fiction,English,w
35565,Wrapped in Rain,Charles Martin,4.3,Fiction,English,m
35566,A Breath of Fresh Air,Amulya Malladi,3.86,Fiction,English,m
35573,Death Wish,Iceberg Slim,3.93,Fiction,English,m
35574,The Subtle Serpent,Peter Tremayne,4.08,Mystery,English,m
35584,The Valentine's Day Disaster,Brandi Dougherty,3.91,Realistic Fiction,,w
35589,Paradise News,David Lodge,3.75,Fiction,English,m
35595,Die großen Erzählungen: Iwan Denisowitsch/ Zum Nutzen der Sache/ Matrjonas Hof/ Zwischenfall,"Aleksandr Solzhenitsyn, Alexander Solschenizyn",3.71,,German,m;m
35603,Black Midnight,Graham Diamond,3.88,,English,m
35605,Stand into Danger,"Alexander Kent, Douglas Reeman",4.03,Historical Fiction,English,m;m
35608,EXTREME CONDITIONS: Big Oil and the Transformation of Alaska,John Strohmeyer,3.69,,,m
35611,God's Ear: A Play,Jenny Schwartz,4.06,Plays,English,w
35623,Vuosi oli kaatuneita puita,Tuomas Timonen,4.2,,Finnish,m
35629,Double Dippin',Allison Hobbs,4.37,Erotica,English,w
35632,لمحات,AHMED FAYEZ,3.67,Short Stories,Arabic,m
35637,The Lively Lives of Crispin Mobey,Gabriel Quyth,4.0,,English,m
35647,Seidman and Son,Elick Moll,4.0,,English,m
35656,Problem Solving Using C: Structured Programing Techniques,Yuksel Uckan,3.55,,English,m
35657,Ressusciter,Christian Bobin,3.4,France,French,m
35658,The Mike Black Saga Book One,Roy Glenn,4.79,,English,m
35662,Angel in the Storm,Lisa Grace,4.19,Christian Fiction,English,w
35665,Reconnecting with Nature: Finding Wellness Through Rebuilding Your Bond with the Earth,Michael J. Cohen,3.96,Nature,English,m
35668,Le nez qui voque,Réjean Ducharme,3.92,Fiction,French,m
35670,The Forest,Edward Rutherfurd,4.02,Historical Fiction,English,m
35671,"Defeat Chronic Pain Now!: Groundbreaking Strategies for Eliminating the Pain of Arthritis, Back and Neck Conditions, Migraines, Diabetic Neuropathy, and Chronic Illness","Bradley S. Galer, Charles E. Argoff",3.9,,English,m;m
35676,"ایمان اُمید اور محبت (Imaan, Umeed Aur Mohabbat)",Umera Ahmed,3.91,Novels,Urdu,m
35681,The 27th Kingdom,Alice Thomas Ellis,3.84,Fiction,English,w
35686,"Israël, parlons-en!",Michel Collon,4.44,Politics,French,m
35688,Dusan,Poppet,4.17,Paranormal,English,m
35690,The Book of 1 Ariel,Aaron Quincy,3.82,,English,m
35694,Countdown to Doomsday,Sean Salazar,4.2,,English,m
35696,Ik beken,Elise G. van der Stouw-Lengkeek,4.5,Dutch Literature,Dutch,w
35699,Leah's Story,Ashley Antoinette,4.6,Urban,English,m
35706,Lelejska gora,Mihailo Lalić,3.68,,,m
35710,"Eumeralla: Secrets, Tragedy and Love",Joanna Stephen-Ward,3.89,Australia,English,w
35713,Blue Water High,Shelley Birse,3.7,,,w
35726,The Forbidden Daughter,Shobhan Bantwal,3.67,India,English,m
35728,"Tutubi, Tutubi, 'Wag Kang Magpahuli Sa Mamang Salbahe",Jun Cruz Reyes,4.18,,,m
35731,George S. Kaufman and His Friends,Scott Meredith,4.53,Biography,English,m
35733,Il crollo della Baliverna,Dino Buzzati,4.07,Short Stories,Italian,m
35734,Bodily Harm,Margaret Atwood,3.34,Fiction,English,w
35742,License to Dream,Pat Brady,4.35,Humor,English,m
35751,The Monsters and Other Science Fiction Tales,Robert Sheckley,4.1,,English,m
35761,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,3.96,Christian,English,m
35765,Mrs. Jeffries Reveals Her Art,Emily Brightwell,4.02,Mystery,English,w
35771,Hiçbişey,Gökhan Özcan,3.89,Turkish,Turkish,m
35773,Fashion and Fiction: Dress in Art and Literature in Stuart England,Aileen Ribeiro,4.33,Fashion,English,w
35776,Anything But Rover: The Art and Science of Naming Your Dog,"Peter Mayle, Arthur Robins",5.0,,,m;m
35779,A Scrambling After Circumstance,Margaret-Love Denman,3.83,,English,m
35795,Facebook breaks up marriages.lol,Vonda Norwood,4.25,,English,w
35797,Creation and Destruction (Sun and Moon 3 & 4),Elizabeth Paradise,4.2,,English,w
